"CLOSEDDATE","DESCRIPTION","CLOSED","CASE_REASON","STATUS","SUBJECT","COMPANY_NR","LCM_COMPLAINT_NUMBER","LCM_CUSTOMER_NUMBER","CREATED_IN_LCM","OWNER_LCM"
"","gem tel mit frau stutz ist sie überhaupt nicht bereit die verträge zu akzeptieren die sie scheinbar hat mit uns. sie sagt das sie seit dem 2011 
keine neuen verträge mehr hat mit uns
sie redet von unlauterem Wettbewerb und von unseriösen Kubes und von uns im Kundendienst auch ganz verherend.

Sie zahlt kein rappen mehr an local.ch
Keine Ahnung ob ihr sie telefonisch erreichen könnt da sie mir das telefon aufgelegt hatte bevor ich fragen konnte.",1,"Contract","Closed","Vertrag seit 2011 gekündet",19081745,"1003278",3937837623,"05.05.2015","Mona Trindler"
"","Samba 1379652
Vertrag 3378891
Vertrag 3589488


Die beiden Verträge überschneiden sich um einige Monate, bitte Korrektur vornehmen und Kundin Mazzotti unter jenny.mazzotti@moenchaltdorf.ch informieren.",1,"Contract","Closed","Verträge überschneiden sich",19082056,"1004477",3909552204,"16.06.2015","Mona Trindler"
"15.05.2015","12.05.15/Annahme ESK 2:
Frau Schütz meldet sich erstmalig mit Brief vom 14.07.14 und will sofort aus dem Printvertrag-Nr. 9128961 über CHF 5490.00 (US 1) aussteigen. 
Grund: Täuschung und irreführende Informationen des damaligen Kube's S. Brighina. ",1,"Contract","Closed","Finanzielle Probleme wegen zu hohem Vertragswert / VT-Nr. 9128961 ",19082089,"1003439",3977108560,"12.05.2015","Gabriela Manser"
"18.05.2015","Gemäss Tel mit Herrn Bürgi, wurde ihm fälschlicherweise die Aufnahmegebühr für 2F verrechnet obwohl er uns noch in den 14 Tagen gemeldet hat dass er die zusatzzeile nicht möchte. zudem Proratagebühr sollte ihm auch noch gutgeschrieben werden für den einen Eintrag 2g und für die 2f's da er eigentlich eine mutation des bestehenden Eintrags  von Matex-Online. ",1,"Bill","Closed","Rechnungskorrektur Swisscom Rechnung",19082354,"1003620",3265109978,"18.05.2015","Jasmin Eltrich"
"","Kunde reklamiert das ihm angeblich 30 CHF zuviel verrechnet worden sind",1,"Service","Closed","Kunde reklamiert",19082354,"1003837",4049269743,"27.05.2015","Jonas Berbig"
"","Reklamationsnummer: 201504097
Bewilligt durch: 
Quelle: 
Produkttyp: 
Freie Eingabe: 0
Reklamationsgrund: 4.3 Ratenzahlung
Reklamationsgruppe: 

Bemerkungen: 12.03.2015 / Wir
Ratenzahlungsvereinbarung gesendet, siehe im SAP.

Ermittlungen: 

Notizen: ",1,"Samba","Closed","201504097:4.3 Ratenzahlung",19082373,"201504097",0,"12.03.2015","Romaine Wick"
"02.06.2015","Annulation de facture, contrat pas remplacé",1,"Bill","Closed","Annulation de la facture 245637  ",19082456,"1004028",3265161929,"01.06.2015","Monia Rajhi"
"","12.12.2014 / Annahme ESK2 / Reto Z.
Der Kunde schreibt an die Geschäftsleitung und bemängelt dass er schlecht beraten worden sei
Er sagt, er sei vom KUBE getäuscht worden und wegen den Einträgen schlecht informiert worden.
",1,"Contract","Closed","PRIO-FALL - Unzufrieden mit local.ch - Fühlt sich von KUBE schlecht beraten",19082546,"1001848",3265110082,"06.03.2015","Reto Zimmermann"
"13.05.2015","12.05.2015 / Annahme ESK0 / Reto Z.
Tel. RL Heinemann. Das Top Listing der Kundin ist nicht gemäss Wunsch erschienen.
RL Heinemann hat der Kunden versprochen dass der Vertrag verlängert wird.",1,"Product","Closed","Top Listing nicht gemäss Wunsch der Kundin erschienen",19082560,"1003504",3265110088,"13.05.2015","Reto Zimmermann"
"04.06.2015","Annahme ESK1 / Reto Z.

OT-Ticket I-150125:
[ Di 06.01.2015 16:32:16 - Lüthi, Fabian - Entwurf ]:
06.01.2015 Fabian L. Der Kunde meldet sich und sagt eine nicht unterschriftberechtigte habe den Vertrag unterschrieben. Dem ist gemäss HR auch so. Es wurde noch keine Rechnung bezahlt, der Kunde weigert sich die Rechnung 199409 zu bezahlen.
Es handelt sich dabei um den Vertrag 3543137. Bitte bei dem Kunden vorbeigehen und schauen ob man den Vertrag ersetzt, oder umschreibt oder am Ende storniert (evtl. mit RB ADM).

[ Mi 07.01.2015 09:01:53 - Noll, Andreas - Neu ]:
Liebe Alessandra
Bitte mit dem Kunden Kontakt aufnehmen und klären.
Danke und Gruss Andy

Mi 07.01.2015 10:28:08 - Cafaro, Alessandra - Neu ]:
Bitte mit Boris anschauen, Sie weiss Bescheid
",1,"Contract","Closed","Vertrag nicht rechtsgültig unterzeichnet",19082561,"1004042",3265110089,"02.06.2015","Reto Zimmermann"
"","06.05.15/Annahme ESK 1:
Gemäss Rückmeldung RL Lieberherr vom 06.05.15 wurde der Link-Vertrag-Nr. 3477963 mit neuem Packagevertrag-Nr. 3600039 nicht ersetzt. ",1,"Contract","Closed","Vertrag nicht ersetzt / Vertrags-Nr. 3477963.001 ",19082573,"1003311",3938542797,"06.05.2015","Gabriela Manser"
"","23.02.15/Annahme ESK 1:
Telefon Frau Aeberhard vom 23.01.15: Frau Aeberhard hat den Vertrag 3'525'488 für 3 Jahre unterschrieben, Sie hat schon beim Gespräch nach 1 Jahr gefragt, was verneint wurde von Kube Rimensberger.
Kube behauptete, dass sie in Bern unter der Rubrik Massage ganz oben erscheinen wird, was nicht der Fall ist.
Er hat auch behauptet das durch diesen Vertrag alle Kosten sonst entfallen (Einträge etc.)
Sie hat sich öfters beim Kube gemeldet, leider ohne Rückmeldung und nun möchte Sie nichts mehr von ihm hören.
Sie möchte nun Fragen ob Sie den Vertrag doch noch auf 1 Jahr ändern könnte.
Sie erwartet einen Rückruf: 079 4879785",1,"Contract","Closed","Mit neuem Vertrag unzufrieden / Vertrag-Nr. 3525488",19082642,"1000586",3265110254,"23.01.2015","Gabriela Manser"
"","gem Brief von Frau Masclaux beklagt sie sich über den Vertrag local mobile first ihr wurde mündlich versprochen das das local mobile first nicht mehr unter der Rubrik  Instizut de beaute sondern unter der Rubrik Laser aufgeschalten wird.
jedoch kann ich den Vertrag des Local Mobile First nicht finden, habe schon im SAMBA nachgeschaut finde aber keinen Vertrag mit Mobile First. 
Sie sagt auch das sie das mündlch mit dem KUBE abgesprochen hat, das beim local mobile first etwas geändert werden muss.
KD Nummer: 1382073 


Frau Masclaux ist unter der Nummer 022 738 03 00 erreichabar
",1,"Contract","Closed","Vertrag der nicht im SABMA ist",19082689,"1003458",3265110165,"12.05.2015","Bastien Venturi"
"02.07.2015","02.07.2015 :

Voir réclamation LCM N° # 100 34 58

Bastien V.",1,"Contract","Closed","Enquête de satisfaction",19082689,"1004953",3265110165,"02.07.2015","Bastien Venturi"
"26.03.2015","26.03.2015, julie pouria : Mail de Monsieur Ducret et Madame Perret car ne reconnaisse pas validité du contrat. 
Le contrat a été signé par ancien propriétaire et d'ailleurs personne signataire n'avait pas le droit.
Document retourné juste pour corrections et non contrat",1,"Contract","Closed","Clients conteste contrat",19082844,"1002308",3265110359,"26.03.2015","Julie Frei"
"","Cas cliente été dèjà fermé precedament pour ce client.
MAis le client ecris encore une fois pour contester de nouveau la facture et le contrat.
Merci de vérier",1,"Contract","Closed","Contestation facture et réponse donnée",19082844,"1003854",3265110359,"27.05.2015","Julie Frei"
"","gem tel mit herr di ascenzo hat er noch einen vertrag bis 2016 mit dem local info, 
dieses jahr habe man einen neuen vertrag aufgeschaltet auch mit dem local info, adm hat kunde informiert, dass der alte vertrag jetzt ausläuft. adm hat zudem noch gesagt, dass er aus stellvertretung für simone bellotti da ist. 
jetzt hat der kunde 2 rechnungen erhalten (1 rg von altem vertrag, 1 rg vom neuen vertrag) mit der fast gleichen laufzeit. dem kunde ist dies schon einmal passiert, dass gleichzeitig 2 verträge lauften. 

kunde möchte kontakt auf e-maiL: m.diascenzo@stella-ponteggi.ch

danke fürs weiterleiten an die zuständigen personen. ",1,"Contract","Closed","neuer Vertrag gemacht, obwohl alter noch läuft ",19082912,"1004663",4198051948,"23.06.2015","Giancosimo Jadanza"
"06.06.2015","6.06.2015, julie Frei : Mail d'Alphapay car client conteste les frais. 
Deux employés du customer Care cité dans lettre lui aurait promis de retirer les frais car client a eu plis de problème en raison de nos Bulletins de versement",1,"Bill","Closed","Client conteste les frais Alphapay",19082985,"1004192",3590982032,"06.06.2015","Julie Frei"
"15.06.2015","Gemäss Tel kd wünscht er eine interne Verrechnung und nicht über Swisscom. ",1,"Bill","Closed","SWIBI Rechnungskorrektur und neue interne Rechnung erstellt ",19083204,"1004473",3265110439,"15.06.2015","Jasmin Eltrich"
"","Magdalena Ernst, Fashion
Untere Heslibachstrasse 39
8700 Küsnacht ZH

Frau Ernst hat alle Verträge unterschrieben, dies ist korrekt, Sie sagt aber Sie wollte nur den LINK.
Somit haben sich ADM und Frau Ernst falsch verstanden.
Sie will die Rechnungen nicht Zahlen und die Vertzräge alle stornieren.
Sie habe dem ADM ausdrücklich gesagt nur die Homepage bei der Boutique und sonst rein nichts.
Ich habe die Rechnungen im SAP gesperrt, denn Sie bekommt laufend Mahnungen.
Zudem ist das Info seit dem Dezember 2014 garnicht aufgeschaltet.

Sie ist erreichbar unter 079 356 93 16",1,"Contract","Closed","Verträge",19083310,"1001807",3628127219,"05.03.2015","Mona Trindler"
"","Suite a courrier de client toujous pas d'accord la lettre de résiliation pas possible.
Client ecris à plusieures reprises que à eu ""cessation d'activité"" mais sur ses Emails ne mentione pas cessation d'activité que ""pas des nouveaus clients""
Merci de verifier avec client",1,"Contract","Closed","Annulation de contrat",19083451,"1003820",4043009671,"26.05.2015","Julie Frei"
"","22.04.2014 / Annahme ESK2 / Reto Z.
Der Kunde will den neuen, von KUBE Tschopp am 10.04.2015, abgeschlossenen Vertrag annullieren. Er sagt, das sei nie so gewünscht gewesen, und es ginge nur darum in den Einträgen die Emailadresse anzupassen, und die Änderung der www-Adresse
vorzunehmen.
Der Kunde will vom Vorgesetzten von KUBE Tschopp kontaktieren werden
Er will das der neue Vertrag annulliert wird
Er will das der alte Vertrag wieder aktiviert wird",1,"Service","Closed","Unzufrieden mit der Beratung durch KUBE Tschopp / Kunde fühlt sich über den Tisch gezogen",19083677,"1002857",3265110783,"22.04.2015","Reto Zimmermann"
"16.06.2015","16.06.2015 / Annahme / Marina B.
Sofort Storno Formular von KUBE, Juliette Bugmann, erhalten. (Siehe Formular im Anhang)",1,"Publication","Closed","Link  mit falschem Eintrag verknüpft",19083677,"1004465",3265110783,"16.06.2015","Marina Bilic"
"17.06.2015","Doppelt mit Gevo-Nr. 1397381 ",1,"Contract","Closed","Doppelt mit Gevo-Nr. 1397381 ",19083677,"1004546",3265110783,"17.06.2015","Gabriela Manser"
"","13.05.2015 : 

Selon le client, le contrat gratuit N° 3515475 (Logo & Highlight) signé le 02.07.2014 remplacerait le contrat N° 3296565 (Link / Info / Logo et Highlight) signé le 25.10.2012… Cela aurait été convenu avec Stéphanie Rebora… Le client refuse de régler les factures N°
238727 & 246603.

Bastien V.",1,"Contract","Closed","Remplacement contrat ",19083826,"1003532",3983529405,"13.05.2015","Bastien Venturi"
"","29.04.2015, julie pouria : Mail du RL Gagneux du 4.03.2015 suite à un mail du client. Demande note de crédit de 20 % pour la position 2 du contrat 3544521 avce décom ADM 3245. 
DE plus il faut changer adresse mail de correspondance",1,"Publication","Closed","Erreur dans Insertion 3544521.002",19083980,"1003071",3265110890,"29.04.2015","Julie Frei"
"01.05.2015","22.04.2015 / Annahme ESK1 / Reto Z.
Gemäss Schreiben der Kundin wurde ihr vom KUBE eine Preisreduktion versprochen, da das Inserat in der Ausgabe 14/15 falsch ist.
Die Kundin sagt, dass vom KUBE nichts gemacht wurde, und sie darum aus freien Stücken CHF 264.00 (inkl. Mwst) auf der Rechnung 175327 abgezogen hat.
Sie sagt auch , sie hätte die Korrekturen geschickt, diese seien aber nicht ausgeführt worden",1,"Product","Closed","Fehler im Inserat",19084012,"1002891",3878414659,"22.04.2015","Reto Zimmermann"
"","21/05/2015 - MonaT.  /  ESK 2

KD meldet sich und fühlt sich von unserem KuBe betrogen.
Er droht mit Gang in die Öffentlichkeit.

",1,"Contract","Closed","KD fühlt sich betrogen ",19084082,"1003737",3265110948,"21.05.2015","Mona Trindler"
"18.05.2015","18.05.15/Annahme ESK 0:
Kunde meldet sich mit Mail vom 24.03.2015 und hinterfragt den neuen Vertrag-Nr. 9157928.
Er hätte nix unterschrieben. ",1,"Contract","Closed","Neuer Vertrag unklar / VT-Nr. 3285273.001 ",19084152,"1003621",3265110983,"18.05.2015","Gabriela Manser"
"06.03.2015","Reçu appel de Stépahne Vuagniaux pour corriger l'adresse du site pour le contrat 3138463 et les adresses E-mail.
Informé qu'il y a CHF 90.00 de frais et que la mise à jour sera faite demain si tout va bien. ",1,"Publication","Closed","Modifications inscriptions ",19084305,"1001408",3265111063,"19.02.2015","Chantal Bourdon"
"05.05.2015","05.05.15/Annahme ESK 1:
Gemäss Rückmeldung Kube S. Baia die zweite Ausgabe (die dritte wurde schon storniert) mit RB S. Baia gutgeschrieben. ",1,"Contract","Closed","Vertrag nicht ersetzt / VT-Nr. 3358755.001 + 002 ",19084500,"1003243",3265111281,"05.05.2015","Gabriela Manser"
"16.02.2015","16/02/2015 - MonaT. / ESK 1

Gemäss tel. Frau Schranz hatte 2 Tage nach der Vertrag Abschluss QB mitgeteilt das sie der Vertrag nicht mehr wünscht.
Sie hat bis dahin kein antwortet erhalten.. Sie wünscht Abklärung. Chabane D. ",1,"Contract","Closed","Vertrag",19084647,"1001277",3538444346,"16.02.2015","Mona Trindler"
"","29/07/2015 - MonaT.  /  ESK 0

Falleröffnung CC / 29.06.2015:
Gemäss Tel Frau Pochon ruft an betreffend neue VT. Man habe das intern besprochen auch mit Vorstand und man möchte VT nur für 1 Jahr. ",1,"Contract","Closed","Vertragsänderung",19084726,"1004842",4219349549,"29.06.2015","Mona Trindler"
"19.06.2015","15.06.15/Annahme ESK 1:
Gemäss einer Rückmeldung von RL Lieberherr vom 15.06.15 wird das MOF aus VT-Nr. 3371881 mit RB Kube R. Baumgartner für die Restlaufzeit von einem Jahr aufgelöst. 
Grund: Kulanz von AD und Falsch von R. Baumgartner verkauft. Kundin wird evtl. so wieder einen Vertrag abschliessen. KD informiert/mag ",1,"Contract","Closed","Vorzeitige Vertragauflösung aus Kulanz und wegen falscher Beratung / VT-Nr. 3371881 ",19084757,"1004462",4153256765,"15.06.2015","Gabriela Manser"
"19.05.2015","19.05.2015 / Annahme ESK1 / Reto Z.

Falleröffnung Customer Care 13.05.2015:
Gem Tel Herr Rotter hat er sich beschwerd weil er seine Inserate nicht Online findet und nur die RU aufgezeigt werden.
Als ich seinen WP VT angeschaut habe , habe ich ihm erklärt das er den VT N° 3455730 nur für im Telefonbuch Unterschrieben hat.
Er meinte das dies nicht so sei und er Online VT auch gemacht hat.Gem KD hat er gesagt das ADM Jakopanec Jasmin ihm gesagt hat das sie auch nicht weiss warum er Online nicht erscheine.
Der Kunde möchte das so nicht akzeptieren und möchte sofort eine Stellungnahme von uns. 
Er möchte zumindest heute noch per e-mail eine Bestätigung das sein Anliegen bearbeitet wird.

E-mail: rotter@bluewin.ch",1,"Publication","Closed","Die Inserate sollten auch Online erscheinen",19084796,"1003530",3983523560,"13.05.2015","Reto Zimmermann"
"23.02.2015","Es ist bereits ein Complaint offen. Kd hat aber wieder ein Brief geschrieben findet ihr im Archiv
GeVo von Martina Neuhaus eröffnet

23/02/2015 - MonaT.  -  ESK 1
Der KD wurde anscheinend von Bern aus nicht adäquat betreut.
In mehrmaligem Austausch stellt der KD klar, dass er bis Heute keine unterzeichneten VTs erhalten habe.
Die RGs werden erst bezahlt, wenn diese vorliegen.

",1,"Bill","Closed","Bereits ein Complaint offen",19084908,"1001098",3500222144,"10.02.2015","Mona Trindler"
"","Kundin Frau Schlatter hat angerufen und zwar geht es darum betreffend einer kündigung welche die Kundin im Juni 2013 gesendet hatte. Habe Kundin informiert dass im November 2013 neue VT gemacht wurden sie bestreitet dass

sagt Herr Schlatter habe dies nicht unterzeichnet. Wenn wir die Kündigung nicht akzeptieren gehe sie zu Ihrem Anwalt.

Frau Schlatter ist erreichbar unter 076 491 50 44

offene RG habe ich gesperrt da bereits Mahnungen raus.

Danke für die Abklärung.",1,"Contract","Closed","Vertrag",19084908,"1001544",3585877691,"24.02.2015","Mona Trindler"
"","gem tel mit frau schlatter hat sie bereits mehrmals mit uns telefoniert betreffend den verträgen, sie hat gesagt sie habe mehrere kündigungsschreiben gesendet, jedoch habe ich diese nie gefunden.
Habe Kundin informiert dass im November 2013 neue VT gemacht wurden sie bestreitet, dass Herr Schlatter dies nicht unterzeichnet habe. 
es wurden mehrere beschwerden gemacht, jedoch hat sie noch nie eine antwort erhalten
jetzt hat sie ein schreiben von alphapay erhalten für die rg 151424

Frau Schlatter ist erreichbar unter 076 491 50 44

danke fürs weiterleiten an die zuständigen personen",1,"Contract","Closed","Kündigung Vertrag - nie eine antwort erhalten ",19084908,"1004605",3585877691,"19.06.2015","Mona Trindler"
"24.02.2015","11/02/2015 - MonaT. - ESK 2

Auf der neuen Ausgabe 2015 des Local Guide 551 - Effretikon, wurde ein gravierende Fehler auf der US1 Streifeninserat
vom Kunden Seiler Holzbau festgestellt.

Gemäss heutigen Anruf von Herr Seiler Arno, wurde eine falsche Telefonnummer 052 384 10 00 gedruckt, von untenstehenden Firma

""Kopf Reisen"" in Weisslingen, anstatt seine korrekten Telefonnummer  052 346 01 80.

KUBE Diana Bertschinger und Kunde Herr Seiler, haben sich heute auf 50% Gutschrift geeinigt.

Bitte eine Gutschrift über CHF. 1000.- machen und für die 2. + 3. Ausgabe das GZD korrigieren

mit der richtigen Tel. 052 346 01 80.

Vielen Dank für die rasche Bearbeitung und Bestätigung.   

Freundliche Grüsse

Claudio

 ",1,"Product","Closed","Publikation auf US 1 ist mit falscher Telefon-Nummer publiziert worden  / MANUS falsch / GzD nicht retourniert",19085093,"1001149",3265111607,"11.02.2015","Mona Trindler"
